id,year,make,model,trim1,trim2
21c783b9841b,2014.0,Dodge,Grand Caravan,Grand Caravan,SXT
21d412100b8f,2014.0,Chevrolet,Impala,Impala,LT
21dcb13b1366,2014.0,Infiniti,QX60,QX60,Base
21de6fb0edc9,2015.0,Chevrolet,Camaro,Camaro,LT
21e4240a9fc2,2013.0,Toyota,Prius,Prius,Three
21eb4d71ac2b,2011.0,Honda,Civic,Civic,Si
21f74a17b9f3,2013.0,GMC,Acadia,Acadia,SLE-2
21fca4e963f5,2014.0,Hyundai,Elantra,Elantra,SE
2204ad7b8a20,2012.0,Jeep,Wrangler,Wrangler,Sport
22098eba3f72,2013.0,Ford,Escape,Escape,SEL
2219b9eeb3cd,2014.0,Ford,Escape,Escape,Titanium
221e04329427,2013.0,Mazda,MAZDA3,MAZDA3,i Grand Touring
22373197b153,2013.0,Chevrolet,Cruze,Cruze,1LT Auto
223760ab2077,2013.0,Volvo,S60,S60,T5
2240eac36ff7,2014.0,Chevrolet,Camaro,Camaro,LT
225dd910bb42,2013.0,Cadillac,CTS,CTS,3.0L Luxury
2267f4aa0d2c,2013.0,Jaguar,XF,XF,3.0
226fb9cd97c8,2014.0,BMW,Z4,Z4,sDrive28i
227f3408b024,2015.0,Dodge,Charger,Charger,R/T
2280decf6c41,2012.0,Toyota,Camry,Camry,SE
2289c327f338,2013.0,Kia,Soul,Soul,+
228c4b8adb1d,2014.0,Nissan,Altima,Altima,2.5 S
228fac10f073,2015.0,Lexus,NX 200t,NX 200t,Base
22919c0f6f9a,2014.0,Jeep,Cherokee,Cherokee,Trailhawk
22a9c736ba75,2013.0,Honda,Accord,Accord,EX
22aeb6494dbb,2014.0,Ford,Fiesta,Fiesta,SE
22b6303caeb0,2013.0,Honda,Civic,Civic,HF
22bb8ea3e43a,2015.0,Dodge,Journey,Journey,SXT
22c16b8c72cc,2013.0,Mercedes-Benz,C-Class,C-Class,C300 Sport Pkg 4MATIC
22c67f71294c,2013.0,Land Rover,Range Rover Evoque,Range Rover Evoque,Pure
22db305dbcff,2015.0,Ford,Mustang,Mustang,EcoBoost Premium
22de1548824e,2015.0,Chrysler,200,200,S
22e98e7e6afa,2015.0,Toyota,Sienna,Sienna,LE 8-Passenger
22fdf14dc645,2015.0,Kia,Soul,Soul,+
2307c9bd0e9e,2013.0,Ford,Edge,Edge,SEL
23080874e92a,2015.0,Jeep,Cherokee,Cherokee,Latitude
230bb5a37042,2014.0,Smart,fortwo,fortwo,pure
231a08adae3d,2014.0,Chevrolet,Cruze,Cruze,LS Auto
231afde466ed,2014.0,Ford,Edge,Edge,SE
231da6eeb95a,2014.0,Volkswagen,Touareg,Touareg,V6 Sport
2321425bc909,2012.0,Honda,CR-V,CR-V,EX-L
2330aefb62a8,2012.0,Mazda,MAZDA3,MAZDA3,i Touring
2335eef27de6,2011.0,Mazda,Mazda2,Mazda2,Sport
234713a3fdee,2015.0,Volkswagen,Jetta,Jetta,SE PZEV
2349691ec35d,2013.0,Kia,Soul,Soul,Base
234e13538ef6,2013.0,Ford,Edge,Edge,SE
234f09ecbcd3,2014.0,Nissan,Versa,Versa,1.6 SV
2360dbbc1b9f,2014.0,Volkswagen,Jetta,Jetta,S
2370f4b23b8a,2013.0,Volvo,S60,S60,T5
2373a738d11c,2013.0,Nissan,Sentra,Sentra,SL
237edca89911,2012.0,Acura,TSX,TSX,
23889f641bdf,2014.0,Toyota,Corolla,Corolla,LE
238b3435e159,2014.0,Kia,Cadenza,Cadenza,Premium
23918be8d448,2014.0,Kia,Sorento,Sorento,LX
2395e29e106d,2012.0,Honda,Civic,Civic,LX
23b069652b9e,2015.0,Chrysler,200,200,S
23b3b8060345,2014.0,Toyota,Camry,Camry,SE
23b622df638e,2014.0,GMC,Terrain,Terrain,SLE-1
23c088f6ec27,2015.0,Lexus,IS 350,IS 350,Base w/ F Sport Pkg
23ca5cbb10b7,2015.0,Hyundai,Accent,Accent,GLS
23cc11d0f686,2014.0,Kia,Cadenza,Cadenza,Premium
23cf3689da64,2013.0,Hyundai,Sonata,Sonata,GLS
23db3b0bad28,2013.0,Toyota,Corolla,Corolla,LE
23e41f4302e5,2014.0,Honda,CR-V,CR-V,EX-L
23eded36db2c,2014.0,Chevrolet,Volt,Volt,Premium
2400fa94147e,2013.0,Honda,Civic,Civic,EX-L
2403c054e027,2013.0,Honda,Crosstour,Crosstour,EX-L
2406d7eb9fb8,2014.0,Chrysler,300,300,C John Varvatos Luxury
2419dd132bab,2012.0,Honda,Accord,Accord,SE
241c4ec21800,2015.0,Lexus,NX 200t,NX 200t,200t Sport Utility
242012671fb9,2014.0,Kia,Optima,Optima,LX
24247d3d8d16,2015.0,Lincoln,MKS,MKS,EcoBoost
242d3b3794c0,2014.0,Kia,Sorento,Sorento,LX
24359ae1e95a,2014.0,Dodge,Avenger,Avenger,SE
2456f1fbe7b9,2012.0,Hyundai,Sonata Hybrid,Sonata Hybrid,Hybrid Base
245f9c9eab8a,2016.0,Mitsubishi,Lancer,Lancer,GT
24603e4c5c39,2014.0,Chrysler,Town and Country,Town and Country,Touring
247f98da72ca,2014.0,Kia,Optima,Optima,EX
24883ec76ea2,2012.0,Nissan,Altima,Altima,3.5 SR
2497163ba23e,2014.0,Buick,Encore,Encore,Premium
249fd4951753,2013.0,Mazda,MAZDA6,MAZDA6,i Sport
24a5c2065f5d,2014.0,Cadillac,Escalade,Escalade,Luxury
24b86a84706f,2013.0,Chevrolet,Camaro,Camaro,SS
24bb931aa36a,2013.0,GMC,Terrain,Terrain,SLE-1
24c5925c6fa6,2014.0,Kia,Sorento,Sorento,SX
24cdcbe28261,2013.0,Nissan,Rogue,Rogue,SV
24d3b6153fe7,2013.0,Lincoln,MKX,MKX,Base
24dccb659dea,2013.0,Hyundai,Veloster,Veloster,RE MIX
24e511a9a754,2014.0,Honda,Accord,Accord,EX-L
24eaeec99061,2014.0,Volkswagen,Jetta,Jetta,SE
24f0c97836fd,2015.0,Mercedes-Benz,GLA,GLA,GLA 250 4MATIC
250d693e69a8,2014.0,Smart,fortwo,fortwo,passion
251955adb060,2014.0,Mercedes-Benz,CLA,CLA,CLA250 w/Sport Pkg
2522986a63e3,2013.0,GMC,Sierra 1500,Sierra 1500,SLT
2528689f3340,2014.0,Toyota,Prius c,Prius c,Two
252c6ab0d70c,2015.0,Nissan,Quest,Quest,3.5 SV
2535778b48d3,2016.0,Ford,Focus,Focus,Titanium
2545f1465191,2014.0,GMC,Acadia,Acadia,SLE-2
25486474248b,2014.0,Chevrolet,Impala,Impala,LT
2551c7f8856e,2013.0,Nissan,LEAF,LEAF,SV
25571377815a,2011.0,Kia,Sorento,Sorento,Base
255996dd8ca4,2015.0,Ford,Fiesta,Fiesta,SE
256f672d2e5f,2013.0,Hyundai,Sonata Hybrid,Sonata Hybrid,Base
25766fac0de7,2016.0,Chevrolet,Sonic,Sonic,LTZ Auto
25782cd95cca,2014.0,Honda,CR-V,CR-V,LX
257d8c06c4ba,2015.0,Toyota,Corolla,Corolla,S Plus
258df22c4577,2013.0,Honda,Civic,Civic,LX
258fb23c3bab,2015.0,Chevrolet,Equinox,Equinox,LS
259e266911d1,2014.0,Ford,Fusion,Fusion,Titanium
25bb0d68c9c7,2013.0,Infiniti,JX35,JX35,
25c13356aa8f,2014.0,Nissan,Versa,Versa,1.6 S
25c3d292b286,2013.0,Jeep,Grand Cherokee,Grand Cherokee,Laredo
25cd7e2040e3,2015.0,Ford,Taurus,Taurus,Limited
25d4634d84e0,2014.0,Kia,Soul,Soul,+
25e383118bc2,2013.0,Hyundai,Sonata,Sonata,GLS
25e92bfba1e1,2013.0,Smart,fortwo,fortwo,pure
25e9478d0102,2012.0,Ford,Fiesta,Fiesta,SES
26010d8d6002,2013.0,Mazda,CX-9,CX-9,Touring
260268d6b1b6,2012.0,Honda,Accord,Accord,SE
261df3db41ee,2013.0,MINI,Hardtop,Hardtop,Cooper S
261ff2ee8ee2,2014.0,INFINITI,QX60,QX60,Base
264888bd026b,2013.0,Nissan,Altima,Altima,2.5 SV
26665a736b6d,2013.0,Honda,Accord,Accord,LX
266ad4944f27,2014.0,Honda,Accord,Accord,LX
2675ab81f833,2014.0,Buick,Verano,Verano,Convenience Group
267d4caba5e2,2012.0,GMC,Yukon,Yukon,SLT W/ Towing Pkg
2682ff6e615f,2013.0,Honda,Accord,Accord,LX-S
26879144189a,2013.0,Nissan,LEAF,LEAF,S
268e4cb61890,2013.0,Kia,Soul,Soul,Base
26cb47c6b1c6,2013.0,Cadillac,ATS,ATS,2.0T Luxury
26ccab021981,2013.0,GMC,Acadia,Acadia,Denali
26cd414e78e2,2013.0,Acura,ILX,ILX,2.0L
26d17e204cbc,2014.0,Honda,CR-V,CR-V,EX
26de79af67de,2016.0,Ram,Pickup 1500,Pickup 1500,SLT
26e316ee0893,2015.0,Toyota,Yaris,Yaris,5-Door L
26fddb40f794,2012.0,Mazda,MAZDA6,MAZDA6,i Sport
270385b86e76,2014.0,Chrysler,300,300,Base
27067c360b02,2016.0,Volkswagen,Jetta,Jetta,1.4T S
2707b3dda737,2015.0,Ford,Fusion,Fusion,SE
27080b082b16,2014.0,Ford,Explorer,Explorer,XLT
271aae3515a2,2015.0,Lexus,RX 350,RX 350,Base
271c53456ff7,2015.0,Chevrolet,Camaro,Camaro,LT
2723adbbfe5b,2013.0,Honda,Civic,Civic,Si
273914557c2f,2014.0,Chevrolet,Impala Limited,Impala Limited,LT Fleet
2739894b586d,2013.0,Nissan,JUKE,JUKE,S
273bfb9d4c94,2013.0,Infiniti,G37 Sedan,G37 Sedan,Journey w/Premium Pkg
27428dcc0a27,2014.0,Hyundai,Tucson,Tucson,SE
2750e36181b9,2016.0,Kia,Rio,Rio,LX
27578e89d555,2013.0,Toyota,Prius c,Prius c,One
275ba887df50,2013.0,Honda,CR-V,CR-V,EX
275ea9e308d7,2013.0,Hyundai,Elantra,,
27607565cf2f,2013.0,Acura,TL,TL,Base
2769ae795b1a,2015.0,FIAT,500,500,Pop
278f8f9ffb40,2013.0,Acura,ILX,ILX,2.0L w/Premium
2792660389f6,2014.0,Toyota,Prius,Prius,Two
279badb2e142,2012.0,Honda,Accord,Accord,LX-P
27a5ac6e96eb,2013.0,Nissan,Murano,Murano,S
27b0b5d41d6f,2014.0,Lexus,ES 350,ES 350,Base
27be65b8a354,2015.0,Nissan,Versa,Versa,1.6 SV
27c5b3136711,2014.0,GMC,Terrain,Terrain,SLT-2
27e295728590,2013.0,Nissan,Maxima,Maxima,3.5 SV Premium Pkg
27e420c6a3ba,2013.0,Toyota,Prius c,Prius c,One
27e4939e973b,2013.0,Buick,Verano,Verano,Convenience Group
27f5a3f74a2e,2015.0,Toyota,Camry,Camry,SE
28098e5d1ea4,2014.0,Chevrolet,Sonic,Sonic,LT Auto
280a7c81dacc,2013.0,Cadillac,ATS,ATS,2.5L
28109f18d9d4,2008.0,INFINITI,G37,G37,Journey
28194d2749e6,2014.0,Chevrolet,Impala Limited,Impala Limited,LTZ Fleet
282022760229,2014.0,Acura,MDX,MDX,SH-AWD
282ce93ca4ab,2014.0,Nissan,Altima,Altima,2.5 S
282e323b7b13,2012.0,Ford,Fusion,Fusion,SE
283ced516f29,2014.0,Buick,Verano,Verano,Convenience Group
28432a76ffd5,2013.0,Kia,Soul,Soul,Base
285191298ffb,2013.0,Chevrolet,Volt,Volt,Base
285a86ca8688,2014.0,Chrysler,Town and Country,Town and Country,Touring
28673743096d,2014.0,BMW,i3,i3,Base
286d46298f62,2013.0,Hyundai,Elantra,Elantra,GLS
287cc8d72bf2,2016.0,Jeep,Renegade,Renegade,Trailhawk
288a28207917,2015.0,BMW,3 Series,3 Series,320i xDrive
28a8cd1e3f21,2015.0,Acura,TLX,TLX,SH-AWD V6 w/Tech
28b3ceca84cd,2013.0,Jaguar,XJ,XJ,Base
28b9610472cb,2015.0,Ford,Fusion,Fusion,Titanium
28ba0dcc9538,2014.0,Ford,Fusion Hybrid,Fusion Hybrid,SE
28c294e69a62,2014.0,Toyota,Corolla,Corolla,LE
28c36320296f,2015.0,Chrysler,200,200,S
28c5d6165412,2013.0,Ram,Ram Pickup 1500,Ram Pickup 1500,Big Horn  Towing Pkg
28d55b8f0e34,2013.0,Hyundai,Veloster Turbo,Veloster Turbo,Base
28d7fb5ba432,2015.0,Lexus,RX 450h,RX 450h,Base
28d9a149cb02,2012.0,MINI,Cooper Hardtop,Cooper Hardtop,S
28e49a360a65,2013.0,Honda,Civic,Civic,LX
28e5d7cc6e94,2014.0,Ford,Fiesta,Fiesta,SE
28ef78b941ee,2013.0,Acura,TSX,TSX,Base
2900d220290f,2013.0,Cadillac,SRX,SRX,Luxury Collection
291fef136414,2012.0,Infiniti,QX56,QX56,Base W/ Theater Pkg
2920d0823ae3,2014.0,Cadillac,SRX,SRX,Performance Collection
2929511215b8,2014.0,Ford,Focus,Focus,ST
292ce2c1c76b,2014.0,Ford,Escape,Escape,S
292f59c6a347,2010.0,Mazda,CX-9,CX-9,Touring
29342697c43e,2015.0,Toyota,Corolla,Corolla,L
293a0fa72e5b,2014.0,Kia,Forte Koup,Forte Koup,EX
293daf2e1e96,2014.0,GMC,Terrain,Terrain,Denali
2943765d1edc,2014.0,Chevrolet,Cruze,Cruze,1LT Auto
296634f96c26,2015.0,Jaguar,XF,XF,2.0T Premium
2974787bc65f,2011.0,Ford,F-150,,
2977ad990172,2014.0,Land Rover,Range Rover Evoque,Range Rover Evoque,Pure
297a1a2544b0,2014.0,Honda,Accord,Accord,EX
2982ec81077a,2014.0,GMC,Terrain,Terrain,SLE-2
2985b04bc806,2013.0,Cadillac,ATS,ATS,3.6L Luxury
298b38c2ff59,2012.0,Nissan,Rogue,,
298f5406acf0,2012.0,BMW,5 Series,5 Series,550i Gran Turismo
2990f858e939,2014.0,Chevrolet,Impala,Impala,LS
299d4e9b3339,2015.0,Honda,Odyssey,Odyssey,EX
29af118bc868,2012.0,Cadillac,SRX,SRX,Luxury Collection
29b2c6e06947,2016.0,Hyundai,Equus,Equus,Ultimate
29b4eb480421,2015.0,Honda,Civic,Civic,EX
29bb3ece3180,2015.0,Kia,Sorento,Sorento,LX
29c10278e9a4,2013.0,Honda,Accord,Accord,EX-L w/Navi
29cdb56f8e91,2015.0,Volkswagen,Jetta,Jetta,SE PZEV
29dcd633a24c,2013.0,Audi,Q7,Q7,3.0T quattro Premium Plus W/  Technology Pkg
29e49b3e331e,2015.0,Chevrolet,Sonic,Sonic,LTZ Auto
29e60ee88f27,2013.0,Hyundai,Sonata Hybrid,Sonata Hybrid,Limited
29f7d9125648,2014.0,Hyundai,Accent,Accent,GS
2a01891cd463,2013.0,Buick,Verano,Verano,Base
2a1219eb672c,2014.0,Lexus,IS 250,IS 250,Base w/ F Sport Pkg
2a16952ab12a,2013.0,Acura,TL,TL,Base
2a42f162853c,2014.0,INFINITI,Q50,Q50,Base
2a4a8964ebf3,2014.0,Dodge,Journey,Journey,R/T
2a57488ed302,2011.0,Ford,Escape,Escape,XLT
2a67dc0e82de,2012.0,Mazda,MAZDA3,MAZDA3,i Grand Touring
2a6cabfb193f,2013.0,Chevrolet,Volt,Volt,Base
2a6eb6ced210,2014.0,Nissan,Altima,Altima,2.5 S
2a6f6c1c26b7,2010.0,Dodge,Grand Caravan,Grand Caravan,SE
2a745364fff4,2014.0,Chevrolet,Impala Limited,Impala Limited,LT
2a75749e8772,2012.0,Chevrolet,Equinox,Equinox,LTZ
2a7943a8b2fb,2014.0,Jeep,Wrangler Unlimited,Wrangler Unlimited,Rubicon
2a79dd331a81,2013.0,Mercedes-Benz,C-Class,C-Class,C 300 Luxury 4MATIC
2a7cf03e3c72,2013.0,Hyundai,Veloster Turbo,Veloster Turbo,Base
2a7e771305be,2014.0,Toyota,Prius c,Prius c,Three
2a8bc01107b0,2014.0,Ford,C-MAX Energi,C-MAX Energi,SEL
2a9524e0adf5,2013.0,Chevrolet,Equinox,Equinox,LTZ
2aa7f2fca638,2015.0,Jeep,Wrangler Unlimited,Wrangler Unlimited,Sahara
2aa97bc208e3,2012.0,Honda,Civic,Civic,Natural Gas w/Navi
2aac45677eb8,2013.0,Honda,CR-V,CR-V,EX-L
2abd66d54547,2014.0,Ram,Ram Pickup 1500,Ram Pickup 1500,Big Horn
2ac699eaa74e,2013.0,Mazda,MAZDA3,MAZDA3,i SV
2ac745ff9e47,2015.0,Nissan,Versa Note,Versa Note,SV
2acdb52e0b2f,2014.0,Ford,F-150,F-150,XLT
2acef4fd6163,2013.0,Lexus,CT 200h,CT 200h,Base W/F Sport Pkg
2adad7bbe262,2013.0,Toyota,Corolla,Corolla,S
2add542e9f99,2014.0,Kia,Forte,Forte,LX
2adf2b09c8ff,2013.0,Lexus,ES 300h,ES 300h,Base
2aecd724ed24,2014.0,Mercedes-Benz,E-Class,E-Class,E350 Luxury Sport Pkg
2af7c265531e,2011.0,Ford,Shelby GT500,Shelby GT500,Base
2afc1f1bcb96,2015.0,Chevrolet,Sonic,Sonic,LTZ Auto
2b015663bac5,2014.0,Ford,Flex,Flex,SEL
2b05cb92c427,2016.0,Nissan,JUKE,JUKE,SV
2b0644f7360a,2014.0,Nissan,Sentra,Sentra,SV
2b103ba71da4,2013.0,Ford,Escape,Escape,SEL
2b10d190592c,2014.0,Dodge,Dart,Dart,GT
2b16719d65e1,2013.0,Smart,fortwo,fortwo,passion
2b189cc36892,2012.0,GMC,Sierra 1500,Sierra 1500,SLE
2b1b88c09dd3,2011.0,Dodge,Durango,Durango,R/T
2b1fce345758,2014.0,BMW,X6,X6,xDrive35i w/Premium Pkg
2b2b3bd8a0de,2012.0,Toyota,Prius,Prius,Three
2b377d14a6f7,2013.0,BMW,X3,X3,xDrive28i
2b4339ebc344,2015.0,Lexus,ES 350,ES 350,Base W/ Luxury Pkg
2b5115b6a24f,2014.0,Ford,Expedition EL,Expedition EL,XLT
2b55c79a08f4,2013.0,Honda,Civic,Civic,LX
2b7dae1ce66e,2014.0,Ford,Fusion,Fusion,SE
2b82d3ae0ea8,2015.0,INFINITI,Q70 Hybrid,Q70 Hybrid,Base W/ Premium Pkg
2b85f3ff5c91,2014.0,Subaru,Impreza,Impreza,WRX
2b8b88542e59,2013.0,Honda,Civic,Civic,LX
2bb507a4a97f,2014.0,Jeep,Wrangler,Wrangler,Rubicon
2bb72e82703d,2015.0,Toyota,4Runner,4Runner,SR5
2bc8d02bbac0,2014.0,Land Rover,Range Rover Evoque,Range Rover Evoque,Prestige
2bcf085c42e0,2013.0,Infiniti,G37 Sedan,,
2bd7a01d9937,2012.0,BMW,3 Series,3 Series,335i
2be77fac38d9,2013.0,Audi,Q7,Q7,3.0T quattro S line Prestige
2be8b815118b,2014.0,Chevrolet,Impala Limited,Impala Limited,LT Fleet
2bf61bdc63ce,2014.0,Nissan,Maxima,Maxima,3.5 SV
2c09d35ee496,2014.0,Ford,F-150,F-150,XLT
2c11a598809f,2013.0,Honda,Accord,Accord,EX
2c35d811589c,2013.0,Volkswagen,Tiguan,Tiguan,S
2c35f8a42dc5,2015.0,Dodge,Charger,Charger,SE
2c366ec62988,2012.0,Buick,LaCrosse,LaCrosse,Leather
2c3afbcc3602,2014.0,Jeep,Compass,Compass,Sport
2c484b2e9249,2011.0,Toyota,Avalon,Avalon,Base
2c4fbb0bf79b,2013.0,Honda,Accord,Accord,LX
2c52a8c55504,2015.0,Chevrolet,Sonic,Sonic,LTZ Auto
2c57132da7a0,2015.0,GMC,Canyon,Canyon,Base
2c688253ef3c,2015.0,Hyundai,Genesis,Genesis,5.0L
2c6ded9b6999,2014.0,GMC,Terrain,Terrain,SLT-1
2c71bb31ba85,2016.0,Kia,Sportage,Sportage,LX
2c7396ca610a,2015.0,Hyundai,Santa Fe Sport,Santa Fe Sport,2.0L
2c7a4a147105,2014.0,Honda,Civic,Civic,LX
2c93860f3dfa,2012.0,Ford,Edge,,
2cb06c1f5bb1,2007.0,Dodge,Ram Pickup 1500,Ram Pickup 1500,ST
2cb91c2543fa,2012.0,INFINITI,G25 Sedan,G25 Sedan,x
2cc105fa090a,2016.0,Jeep,Cherokee,Cherokee,Latitude
2cc10b70c6e5,2013.0,Hyundai,Veloster Turbo,Veloster Turbo,Base
2cc1f78cd2a2,2013.0,Hyundai,Sonata,,
2cc53b2a93a1,2015.0,Chevrolet,Malibu,Malibu,LS
2cc8ac359692,2015.0,Mitsubishi,Lancer,Lancer,ES
2cd2292848f3,2013.0,Kia,Soul,Soul,Base
2cd32198b38c,2012.0,Toyota,Prius,Prius,Two
2cd58b59f4cc,2012.0,Volkswagen,Jetta,Jetta,TDI
2cdb9f2a22f6,2014.0,Chevrolet,Cruze,Cruze,LS Auto
2cdbf153de7a,2013.0,Lexus,ES 350,ES 350,Base
2cf0f4aa59d9,2013.0,Mitsubishi,Outlander Sport,Outlander Sport,LE
2cfdb05b1041,2013.0,Ford,C-MAX Hybrid,C-MAX Hybrid,SEL
2d0123a850b0,2013.0,MINI,Clubman,Clubman,Cooper
2d07b3e31663,2015.0,Ford,Focus,Focus,SE
2d07f2ef3140,2015.0,Mercedes-Benz,E-Class,E-Class,E350
2d0e1b774464,2014.0,Mitsubishi,Outlander,Outlander,SE
2d1d577ba684,2014.0,Kia,Soul,Soul,Base
2d1da32cc0a4,2014.0,Lexus,IS 250,IS 250,Base
2d2180ffbf24,2014.0,Kia,Soul,,
2d22baecdb12,2013.0,Mercedes-Benz,C-Class,C-Class,C250 Sport
2d2e5618ce53,2015.0,Toyota,Avalon,Avalon,XLE
2d300e543653,2014.0,Mazda,CX-5,CX-5,Touring
2d3e9b5419e1,2013.0,Ford,Fusion,Fusion,SE
2d41c66452eb,2014.0,Kia,Sorento,Sorento,LX
2d5283adaae4,2013.0,Lexus,RX 350,RX 350,Base W/ Premium Pkg
2d6019caf537,2013.0,Hyundai,Sonata,Sonata,GLS
2d622508a0e2,2015.0,Ford,Edge,Edge,SE
2d72df87623b,2014.0,Toyota,Prius,Prius,Two
2d7660c70a65,2012.0,Honda,Civic,Civic,EX
2d78f1769d9e,2014.0,Lincoln,MKX,MKX,Base
2d79111d465a,2014.0,Chrysler,Town and Country,Town and Country,Touring
2d79a311af6e,2013.0,GMC,Acadia,Acadia,SLT-1
2d7df0ba6757,2014.0,Kia,Optima,Optima,LX
2d8f9c9fb312,2012.0,Toyota,FJ Cruiser,FJ Cruiser,Base
2d9672054b8a,2014.0,Chevrolet,Volt,Volt,Premium
2da8873eb7a0,2013.0,Kia,Optima,Optima,LX
2db2ed0c385b,2014.0,Jeep,Compass,Compass,Sport
2db4e51979dc,2016.0,Volkswagen,Tiguan,Tiguan,2.0T S 4Motion
2dbe5eb0cdaa,2013.0,Nissan,Maxima,Maxima,3.5 SV
2dc30ade068f,2015.0,Volkswagen,Passat,Passat,S PZEV
2dc8a8120d15,2014.0,Honda,CR-V,CR-V,EX
2dd9b9edbc3c,2015.0,Volkswagen,Jetta,Jetta,SE PZEV
2ddfe5d23c1e,2013.0,BMW,3 Series,3 Series,320i W/ Premium Pkg
2de50260ff59,2014.0,Dodge,Avenger,Avenger,SE
2debb57c9abb,2014.0,Volkswagen,Passat,Passat,SE PZEV
2dee42ecf15a,2014.0,Toyota,Prius,Prius,Two
2e0838b7ef76,2013.0,Toyota,Highlander,Highlander,Base
2e0d4e804281,2012.0,Hyundai,Sonata Hybrid,Sonata Hybrid,Base
2e1701d5a41b,2012.0,Honda,Crosstour,Crosstour,EX
2e1f607c0808,2014.0,Ford,Fusion Energi,Fusion Energi,Titanium
2e217da813cc,2015.0,Chevrolet,Traverse,Traverse,LS
2e22054b898f,2015.0,Volkswagen,Beetle,Beetle,1.8T Classic PZEV
2e22eeb9ecef,2013.0,Mazda,Mazda3,Mazda3,i SV
2e2b6a168b12,2014.0,Dodge,Grand Caravan,Grand Caravan,SXT
2e2bee200cd0,2014.0,Nissan,Maxima,Maxima,3.5 S
2e3a775626f4,2013.0,Mercedes-Benz,C-Class,C-Class,C250 w/Premium Pkg 1
2e3d1634394e,2015.0,Hyundai,Sonata Hybrid,Sonata Hybrid,Base
2e4884c6e346,2014.0,Lexus,ES 350,ES 350,Base
2e531d3cfc48,2014.0,Scion,iQ,iQ,Base
2e558ef55875,2015.0,Chevrolet,Camaro,Camaro,LT
2e64d944955b,2012.0,Toyota,Prius,Prius,Three
2e8024a81a2f,2013.0,Hyundai,Santa Fe Sport,Santa Fe Sport,2.4L
2ea25678cd7e,2014.0,Jeep,Wrangler Unlimited,Wrangler Unlimited,Rubicon
2ea49e8b89e8,2014.0,Chevrolet,Camaro,Camaro,LT
2ea4c7e76924,2014.0,Honda,Civic,Civic,LX
2ea62c1beee7,2009.0,BMW,1 Series,1 Series,135i
2ea92550166e,2014.0,Nissan,Altima,,
2eac6fe78171,2013.0,Volkswagen,Jetta,Jetta,SE
2eb4d2c125cf,2011.0,Toyota,RAV4,RAV4,Limited
2eb6f7dabea3,2014.0,Kia,Forte,Forte,LX
2ec243194356,2014.0,Dodge,Challenger,Challenger,SRT8 Core
2ec2431daf89,2016.0,Honda,Fit,Fit,EX
2edb549d1eca,2013.0,Lexus,CT 200h,CT 200h,Base
2ee0babade9b,2013.0,Toyota,Prius c,Prius c,Three
2ee5f202e38f,2015.0,Hyundai,Sonata Hybrid,Sonata Hybrid,Base
2ee8d45927ec,2014.0,Kia,Sportage,,
2ee93b75d6b8,2012.0,Jeep,Compass,Compass,Latitude
2eed35b502f6,2013.0,Scion,xD,xD,10 Series
2ef2b5949b6d,2014.0,Ford,Fiesta,Fiesta,SE
2ef369e024e0,2015.0,Jeep,Cherokee,Cherokee,Latitude
2ef4478db967,2013.0,Honda,Civic,Civic,LX
2efed70fb963,2016.0,Nissan,Versa Note,Versa Note,SV
2f05fc5ba180,2015.0,Chevrolet,Equinox,Equinox,LT
2f20e17cf1d3,2013.0,Buick,LaCrosse,LaCrosse,Premium 2
2f23119d350e,2014.0,Toyota,Prius,Prius,Two
2f23fa018437,2013.0,Hyundai,Tucson,Tucson,GL
2f243f48378f,2014.0,Nissan,Maxima,Maxima,3.5 S
2f3215abad82,2014.0,Nissan,Maxima,Maxima,3.5 S
2f39abb12388,2011.0,Mitsubishi,Lancer Evolution,Lancer Evolution,GSR
2f3c3d8b8c76,2013.0,Hyundai,Elantra,Elantra,GLS
2f44492db83c,2012.0,Volkswagen,Jetta,Jetta,SE
2f5150bb4d50,2014.0,Chrysler,Town and Country,Town and Country,Limited
2f526e178a96,2013.0,Ford,Fusion,Fusion,SE
2f56c7c9bc1a,2012.0,Toyota,Prius,Prius,Three
2f61f522d3ff,2013.0,FIAT,500e,500e,Base
2f651ac830ea,2015.0,BMW,5 Series,5 Series,535i w/Premium Pkg
2f76f89122dc,2012.0,Hyundai,Sonata,Sonata,GLS
2f834e9335cc,2015.0,Honda,Accord,Accord,EX-L
2fa14625c884,2014.0,Kia,Soul,Soul,Base
2fa43c136ec4,2012.0,Chevrolet,Equinox,Equinox,LT
2fa4a1a07ffe,2016.0,Kia,Rio,Rio,LX
2faa315201af,2010.0,Chevrolet,Camaro,Camaro,LT
2fac0e9130e1,2013.0,Ford,F-150,F-150,Platinum
2faf504842df,2014.0,Honda,CR-Z,CR-Z,EX
2fb32edf53dd,2011.0,Toyota,Tacoma,Tacoma,Base V6 Towing Pkg
2fbb351bf57a,2014.0,Lexus,CT 200h,CT 200h,Base
2fdf405edd5f,2015.0,Ford,Explorer,Explorer,Sport
2fe37382f988,2013.0,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Base
2ff4834f8be6,2013.0,Hyundai,Sonata,Sonata,GLS
2ffbdce884e6,2012.0,Volvo,S60,S60,T5
3004d685e6a1,2012.0,Honda,Civic,,
3005257dae62,2014.0,Dodge,Charger,Charger,SXT
